2026-07-27T19:38:23.484954592Z [inf]  Starting Container
2026-07-27T19:39:34.042371981Z [inf]  2026-07-27T19:39:34+0000 | INFO     | aiogram.event | Update id=745968232 is handled. Duration 21 ms by bot id=1162707887
2026-07-27T19:39:34.042380241Z [inf]  2026-07-27T19:39:34+0000 | INFO     | http | POST /webhook -> 200 (23.3ms)
2026-07-27T19:39:34.042384041Z [inf]  2026-07-27T19:39:34+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=786981 media=text
2026-07-27T19:39:34.047645645Z [inf]  2026-07-27T19:39:34+0000 | INFO     | aiogram.event | Update id=745968233 is handled. Duration 23 ms by bot id=1162707887
2026-07-27T19:39:34.047648755Z [inf]  2026-07-27T19:39:34+0000 | INFO     | http | POST /webhook -> 200 (25.7ms)
2026-07-27T19:39:39.771814581Z [inf]  2026-07-27T19:39:39+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968234
2026-07-27T19:39:39.776849367Z [inf]  2026-07-27T19:39:39+0000 | INFO     | app.services.message_service | Stored new business message chat_id=731433102 message_id=1030183 media=text
2026-07-27T19:39:39.782705088Z [inf]  2026-07-27T19:39:39+0000 | INFO     | aiogram.event | Update id=745968234 is handled. Duration 13 ms by bot id=1162707887
2026-07-27T19:39:39.782709358Z [inf]  2026-07-27T19:39:39+0000 | INFO     | http | POST /webhook -> 200 (15.0ms)
2026-07-27T19:39:40.555493812Z [inf]  2026-07-27T19:39:40+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968235
2026-07-27T19:39:40.555500722Z [inf]  2026-07-27T19:39:40+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5592820055 message_id=30152 media=text
2026-07-27T19:39:40.555503522Z [inf]  2026-07-27T19:39:40+0000 | INFO     | app.business.handlers | mute check: chat=5592820055 msg_id=30152 delete_active=False
2026-07-27T19:39:40.555506592Z [inf]  2026-07-27T19:39:40+0000 | INFO     | aiogram.event | Update id=745968235 is handled. Duration 13 ms by bot id=1162707887
2026-07-27T19:39:40.555509742Z [inf]  2026-07-27T19:39:40+0000 | INFO     | http | POST /webhook -> 200 (15.7ms)
2026-07-27T19:39:41.143453117Z [inf]  2026-07-27T19:39:41+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968236
2026-07-27T19:39:41.144467042Z [inf]  2026-07-27T19:39:41+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6892740173 message_id=24139 media=sticker
2026-07-27T19:39:41.146059594Z [inf]  2026-07-27T19:39:41+0000 | INFO     | app.business.handlers | mute check: chat=6892740173 msg_id=24139 delete_active=False
2026-07-27T19:39:41.151203209Z [inf]  2026-07-27T19:39:41+0000 | INFO     | aiogram.event | Update id=745968236 is handled. Duration 10 ms by bot id=1162707887
2026-07-27T19:39:41.151207329Z [inf]  2026-07-27T19:39:41+0000 | INFO     | http | POST /webhook -> 200 (12.7ms)
2026-07-27T19:39:44.570647180Z [inf]  2026-07-27T19:39:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968237
2026-07-27T19:39:44.570657789Z [inf]  2026-07-27T19:39:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=731433102 message_id=1030184 media=text
2026-07-27T19:39:44.570660679Z [inf]  2026-07-27T19:39:44+0000 | INFO     | app.business.handlers | mute check: chat=731433102 msg_id=1030184 delete_active=False
2026-07-27T19:39:44.570663469Z [inf]  2026-07-27T19:39:44+0000 | INFO     | aiogram.event | Update id=745968237 is handled. Duration 12 ms by bot id=1162707887
2026-07-27T19:39:44.570667559Z [inf]  2026-07-27T19:39:44+0000 | INFO     | http | POST /webhook -> 200 (14.5ms)
2026-07-27T19:39:45.639080396Z [inf]  2026-07-27T19:39:45+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968238
2026-07-27T19:39:45.639083206Z [inf]  2026-07-27T19:39:45+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5592820055 message_id=30153 media=text
2026-07-27T19:39:45.639086476Z [inf]  2026-07-27T19:39:45+0000 | INFO     | app.business.handlers | mute check: chat=5592820055 msg_id=30153 delete_active=False
2026-07-27T19:39:45.639090526Z [inf]  2026-07-27T19:39:45+0000 | INFO     | aiogram.event | Update id=745968238 is handled. Duration 12 ms by bot id=1162707887
2026-07-27T19:39:45.639093086Z [inf]  2026-07-27T19:39:45+0000 | INFO     | http | POST /webhook -> 200 (14.7ms)
2026-07-27T19:39:50.295488979Z [inf]  2026-07-27T19:39:50+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968239
2026-07-27T19:39:50.295498699Z [inf]  2026-07-27T19:39:50+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5592820055 message_id=30154 media=text
2026-07-27T19:39:50.295503499Z [inf]  2026-07-27T19:39:50+0000 | INFO     | app.business.handlers | mute check: chat=5592820055 msg_id=30154 delete_active=False
2026-07-27T19:39:50.295509249Z [inf]  2026-07-27T19:39:50+0000 | INFO     | aiogram.event | Update id=745968239 is handled. Duration 9 ms by bot id=1162707887
2026-07-27T19:39:50.295512929Z [inf]  2026-07-27T19:39:50+0000 | INFO     | http | POST /webhook -> 200 (11.3ms)
2026-07-27T19:39:56.499647992Z [inf]  2026-07-27T19:39:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968240
2026-07-27T19:39:56.509488955Z [inf]  2026-07-27T19:39:56+0000 | INFO     | app.services.message_service | Stored new business message chat_id=731433102 message_id=1030185 media=text
2026-07-27T19:39:56.509496425Z [inf]  2026-07-27T19:39:56+0000 | INFO     | app.business.handlers | mute check: chat=731433102 msg_id=1030185 delete_active=False
2026-07-27T19:39:56.514240081Z [inf]  2026-07-27T19:39:56+0000 | INFO     | aiogram.event | Update id=745968240 is handled. Duration 12 ms by bot id=1162707887
2026-07-27T19:39:56.514246001Z [inf]  2026-07-27T19:39:56+0000 | INFO     | http | POST /webhook -> 200 (14.0ms)
2026-07-27T19:40:02.008991242Z [inf]  2026-07-27T19:40:01+0000 | INFO     | aiogram.event | Update id=745968241 is handled. Duration 21 ms by bot id=1162707887
2026-07-27T19:40:02.009001092Z [inf]  2026-07-27T19:40:01+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571633 media=text
2026-07-27T19:40:02.009005572Z [inf]  2026-07-27T19:40:01+0000 | INFO     | app.business.handlers | Owner command !размут from user=1335699132 in chat=6881815417
2026-07-27T19:40:02.009009402Z [inf]  2026-07-27T19:40:01+0000 | INFO     | http | POST /webhook -> 200 (27.6ms)
2026-07-27T19:40:02.009230900Z [inf]  2026-07-27T19:40:01+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968241
2026-07-27T19:40:02.009233910Z [inf]  2026-07-27T19:40:01+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968242
2026-07-27T19:40:02.009240650Z [inf]  2026-07-27T19:40:01+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47780 media=text
2026-07-27T19:40:02.009244510Z [inf]  2026-07-27T19:40:01+0000 | INFO     | app.business.handlers | mute check: chat=1335699132 msg_id=47780 delete_active=False
2026-07-27T19:40:02.676514835Z [inf]  2026-07-27T19:40:02+0000 | INFO     | aiogram.event | Update id=745968242 is handled. Duration 824 ms by bot id=1162707887
2026-07-27T19:40:02.676519255Z [inf]  2026-07-27T19:40:02+0000 | INFO     | http | POST /webhook -> 200 (826.1ms)
2026-07-27T19:40:06.091506550Z [inf]  2026-07-27T19:40:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968244
2026-07-27T19:40:06.091509940Z [inf]  2026-07-27T19:40:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571635 media=text
2026-07-27T19:40:06.091513280Z [inf]  2026-07-27T19:40:06+0000 | INFO     | app.business.handlers | Owner command !мут from user=1335699132 in chat=6881815417
2026-07-27T19:40:06.091517220Z [inf]  2026-07-27T19:40:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968243
2026-07-27T19:40:06.588083595Z [inf]  2026-07-27T19:40:06+0000 | INFO     | aiogram.event | Update id=745968244 is handled. Duration 540 ms by bot id=1162707887
2026-07-27T19:40:06.588092255Z [inf]  2026-07-27T19:40:06+0000 | INFO     | http | POST /webhook -> 200 (542.3ms)
2026-07-27T19:40:06.588097565Z [inf]  2026-07-27T19:40:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47781 media=text
2026-07-27T19:40:06.588101845Z [inf]  2026-07-27T19:40:06+0000 | INFO     | app.business.handlers | mute check: chat=1335699132 msg_id=47781 delete_active=False
2026-07-27T19:40:06.588105225Z [inf]  2026-07-27T19:40:06+0000 | INFO     | aiogram.event | Update id=745968243 is handled. Duration 535 ms by bot id=1162707887
2026-07-27T19:40:06.588109365Z [inf]  2026-07-27T19:40:06+0000 | INFO     | http | POST /webhook -> 200 (539.2ms)
2026-07-27T19:40:11.174213565Z [inf]  2026-07-27T19:40:10+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968246
2026-07-27T19:40:11.174216885Z [inf]  2026-07-27T19:40:10+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968245
2026-07-27T19:40:11.174219305Z [inf]  2026-07-27T19:40:10+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47782 media=text
2026-07-27T19:40:11.174222655Z [inf]  2026-07-27T19:40:11+0000 | INFO     | aiogram.event | Update id=745968246 is handled. Duration 18 ms by bot id=1162707887
2026-07-27T19:40:11.174225485Z [inf]  2026-07-27T19:40:11+0000 | INFO     | http | POST /webhook -> 200 (19.3ms)
2026-07-27T19:40:11.174229465Z [inf]  2026-07-27T19:40:11+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571637 media=text
2026-07-27T19:40:11.174233595Z [inf]  2026-07-27T19:40:11+0000 | INFO     | app.business.handlers | mute check: chat=6881815417 msg_id=571637 delete_active=True
2026-07-27T19:40:11.174242165Z [inf]  2026-07-27T19:40:11+0000 | WARNING  | app.business.handlers | mute: delete FAILED msg_id=571637 chat=6881815417: Bot.delete_message() got an unexpected keyword argument 'business_connection_id'
2026-07-27T19:40:11.174250575Z [inf]  2026-07-27T19:40:11+0000 | INFO     | aiogram.event | Update id=745968245 is handled. Duration 16 ms by bot id=1162707887
2026-07-27T19:40:11.174255515Z [inf]  2026-07-27T19:40:11+0000 | INFO     | http | POST /webhook -> 200 (18.0ms)
2026-07-27T19:40:11.266439847Z [inf]  2026-07-27T19:40:11+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968247
2026-07-27T19:40:11.273199144Z [inf]  2026-07-27T19:40:11+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5592820055 message_id=30156 media=photo
2026-07-27T19:40:11.273206894Z [inf]  2026-07-27T19:40:11+0000 | INFO     | app.business.handlers | mute check: chat=5592820055 msg_id=30156 delete_active=False
2026-07-27T19:40:11.278988806Z [inf]  2026-07-27T19:40:11+0000 | INFO     | aiogram.event | Update id=745968247 is handled. Duration 8 ms by bot id=1162707887
2026-07-27T19:40:11.278998026Z [inf]  2026-07-27T19:40:11+0000 | INFO     | http | POST /webhook -> 200 (11.3ms)
2026-07-27T19:40:12.357956003Z [inf]  2026-07-27T19:40:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968248
2026-07-27T19:40:12.357959103Z [inf]  2026-07-27T19:40:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=731433102 message_id=1030187 media=text
2026-07-27T19:40:12.357962153Z [inf]  2026-07-27T19:40:12+0000 | INFO     | app.business.handlers | mute check: chat=731433102 msg_id=1030187 delete_active=False
2026-07-27T19:40:12.357966783Z [inf]  2026-07-27T19:40:12+0000 | INFO     | aiogram.event | Update id=745968248 is handled. Duration 9 ms by bot id=1162707887
2026-07-27T19:40:12.357970843Z [inf]  2026-07-27T19:40:12+0000 | INFO     | http | POST /webhook -> 200 (12.0ms)
2026-07-27T19:40:13.400982136Z [inf]  2026-07-27T19:40:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968249
2026-07-27T19:40:13.413620734Z [inf]  2026-07-27T19:40:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=157002 media=text
2026-07-27T19:40:13.413628894Z [inf]  2026-07-27T19:40:13+0000 | INFO     | aiogram.event | Update id=745968249 is handled. Duration 12 ms by bot id=1162707887
2026-07-27T19:40:13.413634224Z [inf]  2026-07-27T19:40:13+0000 | INFO     | http | POST /webhook -> 200 (12.2ms)
2026-07-27T19:40:13.666268417Z [inf]  2026-07-27T19:40:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968250
