2026-07-27T19:26:03.410360189Z [inf]  Starting Container
2026-07-27T19:26:24.853197990Z [inf]  2026-07-27T19:26:24+0000 | INFO     | aiogram.event | Update id=745967935 is handled. Duration 47 ms by bot id=1162707887
2026-07-27T19:26:24.853202550Z [inf]  2026-07-27T19:26:24+0000 | INFO     | http | POST /webhook -> 200 (49.8ms)
2026-07-27T19:26:25.819765085Z [inf]  2026-07-27T19:26:25+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967937
2026-07-27T19:26:25.858985952Z [inf]  2026-07-27T19:26:25+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5592820055 message_id=30081 media=text
2026-07-27T19:26:25.864756233Z [inf]  2026-07-27T19:26:25+0000 | INFO     | aiogram.event | Update id=745967937 is handled. Duration 43 ms by bot id=1162707887
2026-07-27T19:26:25.864761362Z [inf]  2026-07-27T19:26:25+0000 | INFO     | http | POST /webhook -> 200 (44.4ms)
2026-07-27T19:26:26.325162488Z [inf]  2026-07-27T19:26:26+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967939
2026-07-27T19:26:26.325165968Z [inf]  2026-07-27T19:26:26+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967938
2026-07-27T19:26:26.343195486Z [inf]  2026-07-27T19:26:26+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571607 media=text
2026-07-27T19:26:26.353364650Z [inf]  2026-07-27T19:26:26+0000 | INFO     | aiogram.event | Update id=745967938 is handled. Duration 28 ms by bot id=1162707887
2026-07-27T19:26:26.353369090Z [inf]  2026-07-27T19:26:26+0000 | INFO     | http | POST /webhook -> 200 (32.4ms)
2026-07-27T19:26:26.357752462Z [inf]  2026-07-27T19:26:26+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47761 media=text
2026-07-27T19:26:26.366598327Z [inf]  2026-07-27T19:26:26+0000 | INFO     | aiogram.event | Update id=745967939 is handled. Duration 40 ms by bot id=1162707887
2026-07-27T19:26:26.366603367Z [inf]  2026-07-27T19:26:26+0000 | INFO     | http | POST /webhook -> 200 (43.2ms)
2026-07-27T19:26:27.395452612Z [inf]  2026-07-27T19:26:27+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967941
2026-07-27T19:26:27.395456052Z [inf]  2026-07-27T19:26:27+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967940
2026-07-27T19:26:27.415910909Z [inf]  2026-07-27T19:26:27+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47762 media=text
2026-07-27T19:26:27.424192220Z [inf]  2026-07-27T19:26:27+0000 | INFO     | aiogram.event | Update id=745967941 is handled. Duration 30 ms by bot id=1162707887
2026-07-27T19:26:27.424198109Z [inf]  2026-07-27T19:26:27+0000 | INFO     | http | POST /webhook -> 200 (32.2ms)
2026-07-27T19:26:27.430270587Z [inf]  2026-07-27T19:26:27+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571608 media=text
2026-07-27T19:26:27.438054822Z [inf]  2026-07-27T19:26:27+0000 | INFO     | aiogram.event | Update id=745967940 is handled. Duration 42 ms by bot id=1162707887
2026-07-27T19:26:27.438058632Z [inf]  2026-07-27T19:26:27+0000 | INFO     | http | POST /webhook -> 200 (45.8ms)
2026-07-27T19:26:27.834462750Z [inf]  2026-07-27T19:26:27+0000 | INFO     | aiogram.event | Update id=745967942 is handled. Duration 27 ms by bot id=1162707887
2026-07-27T19:26:27.834470920Z [inf]  2026-07-27T19:26:27+0000 | INFO     | http | POST /webhook -> 200 (28.4ms)
2026-07-27T19:26:27.834588919Z [inf]  2026-07-27T19:26:27+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967942
2026-07-27T19:26:27.834594299Z [inf]  2026-07-27T19:26:27+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5592820055 message_id=30082 media=text
2026-07-27T19:26:28.889322835Z [inf]  2026-07-27T19:26:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967943
2026-07-27T19:26:28.889327715Z [inf]  2026-07-27T19:26:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=731433102 message_id=1030156 media=voice
2026-07-27T19:26:28.889332355Z [inf]  2026-07-27T19:26:28+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=731433102 reply_to=1026263
2026-07-27T19:26:28.889336504Z [inf]  2026-07-27T19:26:28+0000 | INFO     | aiogram.event | Update id=745967943 is handled. Duration 35 ms by bot id=1162707887
2026-07-27T19:26:28.889341224Z [inf]  2026-07-27T19:26:28+0000 | INFO     | http | POST /webhook -> 200 (36.6ms)
2026-07-27T19:26:28.889346884Z [inf]  2026-07-27T19:26:28+0000 | INFO     | app.business.handlers | dot-save: message 1026263 is non-media (type=MediaType.TEXT) — skipping
