2026-07-20T17:10:43.069107558Z [inf]  Starting Container
2026-07-20T17:11:00.539584426Z [inf]  2026-07-20T17:11:00+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899669
2026-07-20T17:11:00.564793889Z [inf]  2026-07-20T17:11:00+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=685465 media=text
2026-07-20T17:11:00.564798683Z [inf]  2026-07-20T17:11:00+0000 | INFO     | aiogram.event | Update id=745899669 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:11:00.564802013Z [inf]  2026-07-20T17:11:00+0000 | INFO     | http | POST /webhook -> 200 (28.0ms)
2026-07-20T17:11:02.367707834Z [inf]  2026-07-20T17:11:02+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899670
2026-07-20T17:11:02.393022070Z [inf]  2026-07-20T17:11:02+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5447858912 message_id=1410800 media=text
2026-07-20T17:11:02.393027217Z [inf]  2026-07-20T17:11:02+0000 | INFO     | aiogram.event | Update id=745899670 is handled. Duration 22 ms by bot id=1162707887
2026-07-20T17:11:02.393030780Z [inf]  2026-07-20T17:11:02+0000 | INFO     | http | POST /webhook -> 200 (22.9ms)
2026-07-20T17:11:03.868211728Z [inf]  2026-07-20T17:11:03+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899671
2026-07-20T17:11:03.891359995Z [inf]  2026-07-20T17:11:03+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5447858912 message_id=1410801 media=sticker
2026-07-20T17:11:03.908211465Z [inf]  2026-07-20T17:11:03+0000 | INFO     | aiogram.event | Update id=745899671 is handled. Duration 36 ms by bot id=1162707887
2026-07-20T17:11:03.908214446Z [inf]  2026-07-20T17:11:03+0000 | INFO     | http | POST /webhook -> 200 (37.0ms)
2026-07-20T17:11:04.394783879Z [inf]  2026-07-20T17:11:04+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899672
2026-07-20T17:11:04.394788034Z [inf]  2026-07-20T17:11:04+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5447858912 message_id=1410802 media=sticker
2026-07-20T17:11:04.394791339Z [inf]  2026-07-20T17:11:04+0000 | INFO     | aiogram.event | Update id=745899672 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:11:04.394794417Z [inf]  2026-07-20T17:11:04+0000 | INFO     | http | POST /webhook -> 200 (31.7ms)
2026-07-20T17:11:05.899969361Z [inf]  2026-07-20T17:11:05+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899673
2026-07-20T17:11:05.914470001Z [inf]  2026-07-20T17:11:05+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410803 media=text
2026-07-20T17:11:05.914473944Z [inf]  2026-07-20T17:11:05+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410753
2026-07-20T17:11:05.921496914Z [inf]  2026-07-20T17:11:05+0000 | INFO     | aiogram.event | Update id=745899673 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:11:05.921503524Z [inf]  2026-07-20T17:11:05+0000 | INFO     | http | POST /webhook -> 200 (27.2ms)
2026-07-20T17:11:05.935921811Z [inf]  2026-07-20T17:11:05+0000 | INFO     | app.business.handlers | dot-save: found video file_id=BAACAgIAAxkBAAEVhsFq…
2026-07-20T17:11:06.355668336Z [inf]  2026-07-20T17:11:06+0000 | INFO     | app.business.handlers | dot-save: video is regular media (bot_api ok) — skipping silently
2026-07-20T17:11:10.484230903Z [inf]  2026-07-20T17:11:10+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899674
2026-07-20T17:11:10.484234537Z [inf]  2026-07-20T17:11:10+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410804 media=sticker
2026-07-20T17:11:10.484237646Z [inf]  2026-07-20T17:11:10+0000 | INFO     | aiogram.event | Update id=745899674 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:11:10.484241042Z [inf]  2026-07-20T17:11:10+0000 | INFO     | http | POST /webhook -> 200 (29.0ms)
2026-07-20T17:11:40.212627997Z [inf]  2026-07-20T17:11:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899675
2026-07-20T17:11:40.212632468Z [inf]  2026-07-20T17:11:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7367673014 message_id=1017937 media=text
2026-07-20T17:11:40.212636156Z [inf]  2026-07-20T17:11:30+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7367673014 reply_to=1017927
2026-07-20T17:11:40.212639956Z [inf]  2026-07-20T17:11:30+0000 | INFO     | aiogram.event | Update id=745899675 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:11:40.212644132Z [inf]  2026-07-20T17:11:30+0000 | INFO     | http | POST /webhook -> 200 (24.0ms)
2026-07-20T17:11:40.212648012Z [inf]  2026-07-20T17:11:30+0000 | INFO     | app.business.handlers | dot-save: message 1017927 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:11:40.212651612Z [inf]  2026-07-20T17:11:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899676
2026-07-20T17:11:40.212655523Z [inf]  2026-07-20T17:11:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8336979229 message_id=1803312 media=text
2026-07-20T17:11:40.212659368Z [inf]  2026-07-20T17:11:36+0000 | INFO     | aiogram.event | Update id=745899676 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:11:40.212663035Z [inf]  2026-07-20T17:11:36+0000 | INFO     | http | POST /webhook -> 200 (26.3ms)
2026-07-20T17:11:42.092500390Z [inf]  2026-07-20T17:11:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899677
2026-07-20T17:11:42.092510433Z [inf]  2026-07-20T17:11:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899678
2026-07-20T17:11:42.105856222Z [inf]  2026-07-20T17:11:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=1997199 media=voice
2026-07-20T17:11:44.031539798Z [inf]  2026-07-20T17:11:44+0000 | INFO     | aiogram.event | Update id=745899678 is handled. Duration 1951 ms by bot id=1162707887
2026-07-20T17:11:44.031544901Z [inf]  2026-07-20T17:11:44+0000 | INFO     | http | POST /webhook -> 200 (1953.0ms)
2026-07-20T17:11:44.032984975Z [inf]  2026-07-20T17:11:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1159292840 message_id=1028653 media=voice
2026-07-20T17:11:44.059023718Z [inf]  2026-07-20T17:11:44+0000 | INFO     | aiogram.event | Update id=745899677 is handled. Duration 1979 ms by bot id=1162707887
2026-07-20T17:11:44.059029881Z [inf]  2026-07-20T17:11:44+0000 | INFO     | http | POST /webhook -> 200 (1980.6ms)
2026-07-20T17:11:49.191436451Z [inf]  2026-07-20T17:11:49+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899679
2026-07-20T17:11:49.214515512Z [inf]  2026-07-20T17:11:49+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5447858912 message_id=1410805 media=text
2026-07-20T17:11:49.214518832Z [inf]  2026-07-20T17:11:49+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5447858912 reply_to=1410800
2026-07-20T17:11:49.214522065Z [inf]  2026-07-20T17:11:49+0000 | INFO     | aiogram.event | Update id=745899679 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:11:49.214524947Z [inf]  2026-07-20T17:11:49+0000 | INFO     | http | POST /webhook -> 200 (22.7ms)
2026-07-20T17:11:49.221520006Z [inf]  2026-07-20T17:11:49+0000 | INFO     | app.business.handlers | dot-save: message 1410800 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:11:50.144654842Z [inf]  2026-07-20T17:11:50+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899680
2026-07-20T17:11:50.166175889Z [inf]  2026-07-20T17:11:50+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6213517541 message_id=1017938 media=text
2026-07-20T17:11:50.166180323Z [inf]  2026-07-20T17:11:50+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=6213517541 reply_to=1017778
2026-07-20T17:11:50.166190269Z [inf]  2026-07-20T17:11:50+0000 | INFO     | aiogram.event | Update id=745899680 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:11:50.166193363Z [inf]  2026-07-20T17:11:50+0000 | INFO     | http | POST /webhook -> 200 (23.2ms)
2026-07-20T17:11:50.172778064Z [inf]  2026-07-20T17:11:50+0000 | INFO     | app.business.handlers | dot-save: message 1017778 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:11:51.354508930Z [inf]  2026-07-20T17:11:51+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899681
2026-07-20T17:11:51.367600136Z [inf]  2026-07-20T17:11:51+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5447858912 message_id=1410806 media=text
2026-07-20T17:11:51.374143849Z [inf]  2026-07-20T17:11:51+0000 | INFO     | aiogram.event | Update id=745899681 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:11:51.374157382Z [inf]  2026-07-20T17:11:51+0000 | INFO     | http | POST /webhook -> 200 (22.6ms)
2026-07-20T17:11:51.391526715Z [inf]  2026-07-20T17:11:51+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899682
2026-07-20T17:11:51.411933143Z [inf]  2026-07-20T17:11:51+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8336979229 message_id=1803313 media=text
2026-07-20T17:11:51.411937351Z [inf]  2026-07-20T17:11:51+0000 | INFO     | app.business.handlers | dot-save: triggered owner=1056583564 chat=8336979229 reply_to=1803311
2026-07-20T17:11:51.418542845Z [inf]  2026-07-20T17:11:51+0000 | INFO     | aiogram.event | Update id=745899682 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:11:51.418546377Z [inf]  2026-07-20T17:11:51+0000 | INFO     | http | POST /webhook -> 200 (30.1ms)
2026-07-20T17:11:51.424951279Z [inf]  2026-07-20T17:11:51+0000 | INFO     | app.business.handlers | dot-save: message 1803311 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:11:53.244856065Z [inf]  2026-07-20T17:11:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899684
2026-07-20T17:11:53.244863959Z [inf]  2026-07-20T17:11:52+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6213517541 message_id=1017940 media=sticker
2026-07-20T17:11:53.244868008Z [inf]  2026-07-20T17:11:52+0000 | INFO     | aiogram.event | Update id=745899684 is handled. Duration 43 ms by bot id=1162707887
2026-07-20T17:11:53.244872266Z [inf]  2026-07-20T17:11:52+0000 | INFO     | http | POST /webhook -> 200 (44.5ms)
2026-07-20T17:11:53.244965597Z [inf]  2026-07-20T17:11:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899683
2026-07-20T17:11:53.244968966Z [inf]  2026-07-20T17:11:52+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6213517541 message_id=1017939 media=sticker
2026-07-20T17:11:53.244971943Z [inf]  2026-07-20T17:11:52+0000 | INFO     | aiogram.event | Update id=745899683 is handled. Duration 31 ms by bot id=1162707887
2026-07-20T17:11:53.244974972Z [inf]  2026-07-20T17:11:52+0000 | INFO     | http | POST /webhook -> 200 (32.2ms)
2026-07-20T17:12:12.753594228Z [inf]  2026-07-20T17:12:05+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899685
2026-07-20T17:12:12.753606140Z [inf]  2026-07-20T17:12:05+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5447858912 message_id=1410807 media=text
2026-07-20T17:12:12.753612754Z [inf]  2026-07-20T17:12:05+0000 | INFO     | aiogram.event | Update id=745899685 is handled. Duration 19 ms by bot id=1162707887
2026-07-20T17:12:12.753619548Z [inf]  2026-07-20T17:12:05+0000 | INFO     | http | POST /webhook -> 200 (21.7ms)
2026-07-20T17:12:22.422806177Z [inf]  2026-07-20T17:12:22+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899686
2026-07-20T17:12:22.431068886Z [inf]  2026-07-20T17:12:22+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017945 media=photo
2026-07-20T17:12:22.456403190Z [inf]  2026-07-20T17:12:22+0000 | INFO     | aiogram.event | Update id=745899686 is handled. Duration 36 ms by bot id=1162707887
2026-07-20T17:12:22.456407053Z [inf]  2026-07-20T17:12:22+0000 | INFO     | http | POST /webhook -> 200 (37.9ms)
2026-07-20T17:12:22.603014518Z [inf]  2026-07-20T17:12:22+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899687
2026-07-20T17:12:22.617798408Z [inf]  2026-07-20T17:12:22+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017946 media=photo
2026-07-20T17:12:23.756978400Z [inf]  2026-07-20T17:12:23+0000 | INFO     | aiogram.event | Update id=745899687 is handled. Duration 1143 ms by bot id=1162707887
2026-07-20T17:12:23.756982074Z [inf]  2026-07-20T17:12:23+0000 | INFO     | http | POST /webhook -> 200 (1145.6ms)
2026-07-20T17:12:24.972558376Z [inf]  2026-07-20T17:12:24+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899688
2026-07-20T17:12:24.987264888Z [inf]  2026-07-20T17:12:24+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2008952758 message_id=1410808 media=text
2026-07-20T17:12:24.993780369Z [inf]  2026-07-20T17:12:24+0000 | INFO     | aiogram.event | Update id=745899688 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:12:24.993782994Z [inf]  2026-07-20T17:12:24+0000 | INFO     | http | POST /webhook -> 200 (23.5ms)
2026-07-20T17:13:05.223672165Z [inf]  2026-07-20T17:12:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899689
2026-07-20T17:13:05.223679354Z [inf]  2026-07-20T17:12:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017954 media=text
2026-07-20T17:13:05.223684438Z [inf]  2026-07-20T17:12:57+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1017946
2026-07-20T17:13:05.223688612Z [inf]  2026-07-20T17:12:57+0000 | INFO     | aiogram.event | Update id=745899689 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:13:05.223693549Z [inf]  2026-07-20T17:12:57+0000 | INFO     | http | POST /webhook -> 200 (22.4ms)
2026-07-20T17:13:05.223698464Z [inf]  2026-07-20T17:12:57+0000 | INFO     | app.business.handlers | dot-save: found photo file_id=AgACAgIAAxkBAAEPiFpq…
2026-07-20T17:13:05.223703219Z [inf]  2026-07-20T17:12:57+0000 | INFO     | app.business.handlers | dot-save: photo is regular media (bot_api ok) — skipping silently
2026-07-20T17:13:05.223708196Z [inf]  2026-07-20T17:13:00+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899690
2026-07-20T17:13:05.223712525Z [inf]  2026-07-20T17:13:00+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017955 media=text
2026-07-20T17:13:05.223716495Z [inf]  2026-07-20T17:13:00+0000 | INFO     | aiogram.event | Update id=745899690 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:13:05.223721233Z [inf]  2026-07-20T17:13:00+0000 | INFO     | http | POST /webhook -> 200 (23.3ms)
2026-07-20T17:13:05.223725475Z [inf]  2026-07-20T17:13:03+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899691
2026-07-20T17:13:05.223729806Z [inf]  2026-07-20T17:13:03+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017956 media=text
2026-07-20T17:13:05.224716330Z [inf]  2026-07-20T17:13:03+0000 | INFO     | aiogram.event | Update id=745899691 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:13:05.224724112Z [inf]  2026-07-20T17:13:03+0000 | INFO     | http | POST /webhook -> 200 (23.4ms)
2026-07-20T17:13:09.634030593Z [inf]  2026-07-20T17:13:09+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899692
2026-07-20T17:13:09.634035838Z [inf]  2026-07-20T17:13:09+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017957 media=text
2026-07-20T17:13:09.640621039Z [inf]  2026-07-20T17:13:09+0000 | INFO     | aiogram.event | Update id=745899692 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:13:09.640627672Z [inf]  2026-07-20T17:13:09+0000 | INFO     | http | POST /webhook -> 200 (24.9ms)
2026-07-20T17:13:12.239874108Z [inf]  2026-07-20T17:13:11+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899693
2026-07-20T17:13:12.239879432Z [inf]  2026-07-20T17:13:11+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017958 media=text
2026-07-20T17:13:12.239883680Z [inf]  2026-07-20T17:13:11+0000 | INFO     | aiogram.event | Update id=745899693 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:13:12.239887407Z [inf]  2026-07-20T17:13:11+0000 | INFO     | http | POST /webhook -> 200 (23.8ms)
2026-07-20T17:13:15.193936948Z [inf]  2026-07-20T17:13:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899694
2026-07-20T17:13:15.193940434Z [inf]  2026-07-20T17:13:15+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410810 media=text
2026-07-20T17:13:15.193944084Z [inf]  2026-07-20T17:13:15+0000 | INFO     | aiogram.event | Update id=745899694 is handled. Duration 37 ms by bot id=1162707887
2026-07-20T17:13:15.193948037Z [inf]  2026-07-20T17:13:15+0000 | INFO     | http | POST /webhook -> 200 (87.9ms)
2026-07-20T17:13:21.348422255Z [inf]  2026-07-20T17:13:21+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899695
2026-07-20T17:13:21.348425464Z [inf]  2026-07-20T17:13:21+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017959 media=text
2026-07-20T17:13:21.348428958Z [inf]  2026-07-20T17:13:21+0000 | INFO     | aiogram.event | Update id=745899695 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:13:21.348432571Z [inf]  2026-07-20T17:13:21+0000 | INFO     | http | POST /webhook -> 200 (25.7ms)
2026-07-20T17:13:41.037246783Z [inf]  2026-07-20T17:13:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899696
2026-07-20T17:13:41.037251143Z [inf]  2026-07-20T17:13:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017962 media=photo
2026-07-20T17:13:41.037255713Z [inf]  2026-07-20T17:13:37+0000 | INFO     | aiogram.event | Update id=745899696 is handled. Duration 1050 ms by bot id=1162707887
2026-07-20T17:13:41.037259163Z [inf]  2026-07-20T17:13:37+0000 | INFO     | http | POST /webhook -> 200 (1051.5ms)
2026-07-20T17:15:01.464187832Z [inf]  2026-07-20T17:14:58+0000 | INFO     | aiogram.event | Update id=745899697 is handled. Duration 767 ms by bot id=1162707887
2026-07-20T17:15:01.464191210Z [inf]  2026-07-20T17:14:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899697
2026-07-20T17:15:01.464196095Z [inf]  2026-07-20T17:14:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1360420675 message_id=1452202 media=voice
2026-07-20T17:15:01.464197193Z [inf]  2026-07-20T17:14:58+0000 | INFO     | http | POST /webhook -> 200 (768.0ms)
2026-07-20T17:15:21.204351325Z [inf]  2026-07-20T17:15:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899698
2026-07-20T17:15:21.204354887Z [inf]  2026-07-20T17:15:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8336979229 message_id=1803314 media=text
2026-07-20T17:15:21.204370871Z [inf]  2026-07-20T17:15:13+0000 | INFO     | aiogram.event | Update id=745899698 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:15:21.204375682Z [inf]  2026-07-20T17:15:13+0000 | INFO     | http | POST /webhook -> 200 (24.6ms)
2026-07-20T17:15:23.715568303Z [inf]  2026-07-20T17:15:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899699
2026-07-20T17:15:23.732138795Z [inf]  2026-07-20T17:15:23+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410811 media=sticker
2026-07-20T17:15:23.746485285Z [inf]  2026-07-20T17:15:23+0000 | INFO     | aiogram.event | Update id=745899699 is handled. Duration 35 ms by bot id=1162707887
2026-07-20T17:15:23.746491854Z [inf]  2026-07-20T17:15:23+0000 | INFO     | http | POST /webhook -> 200 (35.6ms)
2026-07-20T17:15:28.756412480Z [inf]  2026-07-20T17:15:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899700
2026-07-20T17:15:28.756415243Z [inf]  2026-07-20T17:15:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410812 media=text
2026-07-20T17:15:28.756418348Z [inf]  2026-07-20T17:15:28+0000 | INFO     | aiogram.event | Update id=745899700 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:15:28.756421140Z [inf]  2026-07-20T17:15:28+0000 | INFO     | http | POST /webhook -> 200 (27.4ms)
2026-07-20T17:15:48.389403946Z [inf]  2026-07-20T17:15:40+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899701
2026-07-20T17:15:48.389407508Z [inf]  2026-07-20T17:15:40+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410813 media=text
2026-07-20T17:15:48.389412361Z [inf]  2026-07-20T17:15:40+0000 | INFO     | aiogram.event | Update id=745899701 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:15:48.389415847Z [inf]  2026-07-20T17:15:40+0000 | INFO     | http | POST /webhook -> 200 (30.9ms)
2026-07-20T17:16:37.946767855Z [inf]  2026-07-20T17:16:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899702
2026-07-20T17:16:37.946774839Z [inf]  2026-07-20T17:16:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410815 media=text
2026-07-20T17:16:37.946778613Z [inf]  2026-07-20T17:16:36+0000 | INFO     | aiogram.event | Update id=745899702 is handled. Duration 27 ms by bot id=1162707887
2026-07-20T17:16:37.946782522Z [inf]  2026-07-20T17:16:36+0000 | INFO     | http | POST /webhook -> 200 (27.9ms)
2026-07-20T17:16:44.892041062Z [inf]  2026-07-20T17:16:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899703
2026-07-20T17:16:44.892046366Z [inf]  2026-07-20T17:16:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410816 media=text
2026-07-20T17:16:44.892049732Z [inf]  2026-07-20T17:16:44+0000 | INFO     | aiogram.event | Update id=745899703 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:16:44.892052915Z [inf]  2026-07-20T17:16:44+0000 | INFO     | http | POST /webhook -> 200 (24.4ms)
2026-07-20T17:17:04.525280690Z [inf]  2026-07-20T17:16:55+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899704
2026-07-20T17:17:04.525284839Z [inf]  2026-07-20T17:16:55+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410819 media=text
