2026-07-23T14:39:30.392088058Z [inf]  Starting Container
2026-07-23T14:39:41.990673856Z [err]  INFO:     Application startup complete.
2026-07-23T14:39:41.990681093Z [err]  INFO:     Uvicorn running on http://0.0.0.0:8080 (Press CTRL+C to quit)
2026-07-23T14:39:45.305935875Z [inf]  2026-07-23T14:39:44+0000 | INFO     | http | POST /webhook -> 200 (33.6ms)
2026-07-23T14:39:45.305970485Z [inf]  2026-07-23T14:39:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924076
2026-07-23T14:39:45.305975401Z [inf]  2026-07-23T14:39:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022353 media=text
2026-07-23T14:39:45.305980084Z [inf]  2026-07-23T14:39:44+0000 | INFO     | aiogram.event | Update id=745924076 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:39:50.011766053Z [inf]  2026-07-23T14:39:49+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924078
2026-07-23T14:39:50.011774201Z [inf]  2026-07-23T14:39:49+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022354 media=text
2026-07-23T14:39:50.011781321Z [inf]  2026-07-23T14:39:49+0000 | INFO     | aiogram.event | Update id=745924078 is handled. Duration 42 ms by bot id=1162707887
2026-07-23T14:39:50.011788553Z [inf]  2026-07-23T14:39:49+0000 | INFO     | http | POST /webhook -> 200 (44.5ms)
2026-07-23T14:39:54.681271529Z [inf]  2026-07-23T14:39:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924079
2026-07-23T14:39:54.681277167Z [inf]  2026-07-23T14:39:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784633 media=text
2026-07-23T14:39:54.681284131Z [inf]  2026-07-23T14:39:54+0000 | INFO     | aiogram.event | Update id=745924079 is handled. Duration 41 ms by bot id=1162707887
2026-07-23T14:39:54.681289405Z [inf]  2026-07-23T14:39:54+0000 | INFO     | http | POST /webhook -> 200 (43.4ms)
2026-07-23T14:39:55.548303021Z [inf]  2026-07-23T14:39:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924080
2026-07-23T14:39:55.548309506Z [inf]  2026-07-23T14:39:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022355 media=sticker
2026-07-23T14:39:55.548316969Z [inf]  2026-07-23T14:39:54+0000 | INFO     | aiogram.event | Update id=745924080 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:39:55.548324333Z [inf]  2026-07-23T14:39:54+0000 | INFO     | http | POST /webhook -> 200 (30.3ms)
2026-07-23T14:39:56.648557565Z [inf]  2026-07-23T14:39:55+0000 | INFO     | aiogram.event | Update id=745924081 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:39:56.648565909Z [inf]  2026-07-23T14:39:55+0000 | INFO     | http | POST /webhook -> 200 (28.8ms)
2026-07-23T14:39:56.648602875Z [inf]  2026-07-23T14:39:55+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924081
2026-07-23T14:39:56.648613652Z [inf]  2026-07-23T14:39:55+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022356 media=text
2026-07-23T14:40:04.778608238Z [inf]  2026-07-23T14:40:04+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924082
2026-07-23T14:40:04.778615180Z [inf]  2026-07-23T14:40:04+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022357 media=text
2026-07-23T14:40:04.778622975Z [inf]  2026-07-23T14:40:04+0000 | INFO     | aiogram.event | Update id=745924082 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:40:04.778630130Z [inf]  2026-07-23T14:40:04+0000 | INFO     | http | POST /webhook -> 200 (29.9ms)
2026-07-23T14:40:12.927088930Z [inf]  2026-07-23T14:40:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924083
2026-07-23T14:40:12.927096024Z [inf]  2026-07-23T14:40:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022358 media=text
2026-07-23T14:40:12.927104732Z [inf]  2026-07-23T14:40:12+0000 | INFO     | aiogram.event | Update id=745924083 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:40:12.927112535Z [inf]  2026-07-23T14:40:12+0000 | INFO     | http | POST /webhook -> 200 (29.4ms)
2026-07-23T14:40:17.365464692Z [inf]  2026-07-23T14:40:16+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022359 media=text
2026-07-23T14:40:17.365475847Z [inf]  2026-07-23T14:40:16+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1022357
2026-07-23T14:40:17.365482777Z [inf]  2026-07-23T14:40:16+0000 | INFO     | aiogram.event | Update id=745924084 is handled. Duration 22 ms by bot id=1162707887
2026-07-23T14:40:17.365488952Z [inf]  2026-07-23T14:40:16+0000 | INFO     | http | POST /webhook -> 200 (24.8ms)
2026-07-23T14:40:17.365531332Z [inf]  2026-07-23T14:40:16+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924084
2026-07-23T14:40:17.365537935Z [inf]  2026-07-23T14:40:16+0000 | INFO     | app.business.handlers | dot-save: message 1022357 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:40:20.459327336Z [inf]  2026-07-23T14:40:19+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924085
2026-07-23T14:40:20.459333713Z [inf]  2026-07-23T14:40:19+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022360 media=text
2026-07-23T14:40:20.459340684Z [inf]  2026-07-23T14:40:19+0000 | INFO     | aiogram.event | Update id=745924085 is handled. Duration 35 ms by bot id=1162707887
2026-07-23T14:40:20.459347883Z [inf]  2026-07-23T14:40:19+0000 | INFO     | http | POST /webhook -> 200 (35.7ms)
2026-07-23T14:40:24.628155420Z [inf]  2026-07-23T14:40:24+0000 | INFO     | aiogram.event | Update id=745924086 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:40:24.628168011Z [inf]  2026-07-23T14:40:24+0000 | INFO     | http | POST /webhook -> 200 (32.9ms)
2026-07-23T14:40:24.628178302Z [inf]  2026-07-23T14:40:24+0000 | INFO     | app.business.handlers | dot-save: message 1022358 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:40:24.628185550Z [inf]  2026-07-23T14:40:24+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924086
2026-07-23T14:40:24.628199122Z [inf]  2026-07-23T14:40:24+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022361 media=text
2026-07-23T14:40:24.628210111Z [inf]  2026-07-23T14:40:24+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1022358
2026-07-23T14:40:27.151770394Z [inf]  2026-07-23T14:40:27+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924087
2026-07-23T14:40:27.151776708Z [inf]  2026-07-23T14:40:27+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022362 media=text
2026-07-23T14:40:27.151782405Z [inf]  2026-07-23T14:40:27+0000 | INFO     | aiogram.event | Update id=745924087 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:40:27.151788035Z [inf]  2026-07-23T14:40:27+0000 | INFO     | http | POST /webhook -> 200 (28.0ms)
2026-07-23T14:40:32.359425627Z [inf]  2026-07-23T14:40:31+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924088
2026-07-23T14:40:32.359431876Z [inf]  2026-07-23T14:40:31+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784634 media=text
2026-07-23T14:40:32.359438336Z [inf]  2026-07-23T14:40:31+0000 | INFO     | aiogram.event | Update id=745924088 is handled. Duration 29 ms by bot id=1162707887
2026-07-23T14:40:32.359446029Z [inf]  2026-07-23T14:40:31+0000 | INFO     | http | POST /webhook -> 200 (31.0ms)
2026-07-23T14:41:03.580064194Z [inf]  2026-07-23T14:40:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924089
2026-07-23T14:41:03.580072476Z [inf]  2026-07-23T14:40:52+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022363 media=text
2026-07-23T14:41:03.580079783Z [inf]  2026-07-23T14:40:52+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1022342
2026-07-23T14:41:03.580088068Z [inf]  2026-07-23T14:40:52+0000 | INFO     | aiogram.event | Update id=745924089 is handled. Duration 35 ms by bot id=1162707887
2026-07-23T14:41:03.580095364Z [inf]  2026-07-23T14:40:52+0000 | INFO     | http | POST /webhook -> 200 (37.2ms)
2026-07-23T14:41:03.580102970Z [inf]  2026-07-23T14:40:52+0000 | INFO     | app.business.handlers | dot-save: message 1022342 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:41:03.580110537Z [inf]  2026-07-23T14:40:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924090
2026-07-23T14:41:03.580117692Z [inf]  2026-07-23T14:40:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784635 media=text
2026-07-23T14:41:03.580125320Z [inf]  2026-07-23T14:40:54+0000 | INFO     | aiogram.event | Update id=745924090 is handled. Duration 39 ms by bot id=1162707887
2026-07-23T14:41:03.580131576Z [inf]  2026-07-23T14:40:54+0000 | INFO     | http | POST /webhook -> 200 (44.0ms)
2026-07-23T14:41:03.580138929Z [inf]  2026-07-23T14:40:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924091
2026-07-23T14:41:03.580145608Z [inf]  2026-07-23T14:40:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022364 media=text
2026-07-23T14:41:03.580151944Z [inf]  2026-07-23T14:40:57+0000 | INFO     | aiogram.event | Update id=745924091 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:41:05.053781919Z [inf]  2026-07-23T14:40:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784636 media=text
2026-07-23T14:41:05.053790111Z [inf]  2026-07-23T14:40:57+0000 | INFO     | aiogram.event | Update id=745924092 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:41:05.053796048Z [inf]  2026-07-23T14:40:57+0000 | INFO     | http | POST /webhook -> 200 (35.6ms)
2026-07-23T14:41:05.053851262Z [inf]  2026-07-23T14:40:57+0000 | INFO     | http | POST /webhook -> 200 (33.9ms)
2026-07-23T14:41:05.053858293Z [inf]  2026-07-23T14:40:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924092
2026-07-23T14:41:06.294226613Z [inf]  2026-07-23T14:41:05+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924093
2026-07-23T14:41:06.294243349Z [inf]  2026-07-23T14:41:05+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784637 media=text
2026-07-23T14:41:06.294251447Z [inf]  2026-07-23T14:41:05+0000 | INFO     | aiogram.event | Update id=745924093 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:41:06.294259682Z [inf]  2026-07-23T14:41:05+0000 | INFO     | http | POST /webhook -> 200 (32.3ms)
2026-07-23T14:41:07.276129998Z [inf]  2026-07-23T14:41:07+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924094
2026-07-23T14:41:07.276136023Z [inf]  2026-07-23T14:41:07+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022365 media=text
2026-07-23T14:41:07.276142975Z [inf]  2026-07-23T14:41:07+0000 | INFO     | aiogram.event | Update id=745924094 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:41:07.276149444Z [inf]  2026-07-23T14:41:07+0000 | INFO     | http | POST /webhook -> 200 (28.3ms)
2026-07-23T14:41:10.402189475Z [inf]  2026-07-23T14:41:10+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924095
2026-07-23T14:41:10.402194433Z [inf]  2026-07-23T14:41:10+0000 | INFO     | app.services.message_service | Recorded edit for chat_id=864974709 message_id=784637 (edit #1)
2026-07-23T14:41:10.402199835Z [inf]  2026-07-23T14:41:10+0000 | INFO     | aiogram.event | Update id=745924095 is handled. Duration 46 ms by bot id=1162707887
2026-07-23T14:41:10.402205832Z [inf]  2026-07-23T14:41:10+0000 | INFO     | http | POST /webhook -> 200 (48.1ms)
2026-07-23T14:41:15.655296775Z [inf]  2026-07-23T14:41:15+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924096
2026-07-23T14:41:15.655302323Z [inf]  2026-07-23T14:41:15+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022366 media=text
2026-07-23T14:41:15.655307931Z [inf]  2026-07-23T14:41:15+0000 | INFO     | aiogram.event | Update id=745924096 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:41:15.655312662Z [inf]  2026-07-23T14:41:15+0000 | INFO     | http | POST /webhook -> 200 (34.4ms)
2026-07-23T14:41:16.838331988Z [inf]  2026-07-23T14:41:15+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924097
2026-07-23T14:41:16.838340061Z [inf]  2026-07-23T14:41:15+0000 | INFO     | app.services.message_service | Recorded edit for chat_id=864974709 message_id=784637 (edit #2)
2026-07-23T14:41:16.838347302Z [inf]  2026-07-23T14:41:15+0000 | INFO     | aiogram.event | Update id=745924097 is handled. Duration 45 ms by bot id=1162707887
2026-07-23T14:41:16.838354966Z [inf]  2026-07-23T14:41:15+0000 | INFO     | http | POST /webhook -> 200 (47.3ms)
2026-07-23T14:41:21.861732711Z [inf]  2026-07-23T14:41:21+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924098
2026-07-23T14:41:21.861742880Z [inf]  2026-07-23T14:41:21+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784638 media=text
2026-07-23T14:41:21.861752199Z [inf]  2026-07-23T14:41:21+0000 | INFO     | aiogram.event | Update id=745924098 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:41:21.861759454Z [inf]  2026-07-23T14:41:21+0000 | INFO     | http | POST /webhook -> 200 (34.8ms)
2026-07-23T14:41:25.989151528Z [inf]  2026-07-23T14:41:25+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924099
2026-07-23T14:41:25.989156773Z [inf]  2026-07-23T14:41:25+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022367 media=text
2026-07-23T14:41:25.989164323Z [inf]  2026-07-23T14:41:25+0000 | INFO     | aiogram.event | Update id=745924099 is handled. Duration 25 ms by bot id=1162707887
2026-07-23T14:41:25.989169157Z [inf]  2026-07-23T14:41:25+0000 | INFO     | http | POST /webhook -> 200 (27.3ms)
2026-07-23T14:41:29.258852363Z [inf]  2026-07-23T14:41:28+0000 | INFO     | aiogram.event | Update id=745924101 is handled. Duration 29 ms by bot id=1162707887
2026-07-23T14:41:29.258858403Z [inf]  2026-07-23T14:41:28+0000 | INFO     | http | POST /webhook -> 200 (30.6ms)
2026-07-23T14:41:29.259409493Z [inf]  2026-07-23T14:41:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924100
2026-07-23T14:41:29.259417184Z [inf]  2026-07-23T14:41:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784639 media=text
2026-07-23T14:41:29.259423191Z [inf]  2026-07-23T14:41:28+0000 | INFO     | aiogram.event | Update id=745924100 is handled. Duration 29 ms by bot id=1162707887
2026-07-23T14:41:29.259429000Z [inf]  2026-07-23T14:41:28+0000 | INFO     | http | POST /webhook -> 200 (30.9ms)
2026-07-23T14:41:29.259434966Z [inf]  2026-07-23T14:41:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924101
2026-07-23T14:41:29.259441824Z [inf]  2026-07-23T14:41:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022368 media=text
2026-07-23T14:41:35.837963967Z [inf]  2026-07-23T14:41:35+0000 | INFO     | aiogram.event | Update id=745924102 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:41:35.837979661Z [inf]  2026-07-23T14:41:35+0000 | INFO     | http | POST /webhook -> 200 (28.6ms)
2026-07-23T14:41:35.838069132Z [inf]  2026-07-23T14:41:35+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924102
2026-07-23T14:41:35.838090096Z [inf]  2026-07-23T14:41:35+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784640 media=text
2026-07-23T14:41:37.334435625Z [inf]  2026-07-23T14:41:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924103
2026-07-23T14:41:37.334444066Z [inf]  2026-07-23T14:41:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022369 media=text
2026-07-23T14:41:37.334451479Z [inf]  2026-07-23T14:41:36+0000 | INFO     | aiogram.event | Update id=745924103 is handled. Duration 29 ms by bot id=1162707887
2026-07-23T14:41:37.334459515Z [inf]  2026-07-23T14:41:36+0000 | INFO     | http | POST /webhook -> 200 (34.8ms)
2026-07-23T14:41:43.613212436Z [inf]  2026-07-23T14:41:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784641 media=text
2026-07-23T14:41:43.613225382Z [inf]  2026-07-23T14:41:42+0000 | INFO     | aiogram.event | Update id=745924104 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:41:43.613274188Z [inf]  2026-07-23T14:41:42+0000 | INFO     | http | POST /webhook -> 200 (26.5ms)
2026-07-23T14:41:43.613281382Z [inf]  2026-07-23T14:41:43+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924105
2026-07-23T14:41:43.613296540Z [inf]  2026-07-23T14:41:43+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784642 media=text
2026-07-23T14:41:43.613311495Z [inf]  2026-07-23T14:41:43+0000 | INFO     | aiogram.event | Update id=745924105 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:41:43.613317523Z [inf]  2026-07-23T14:41:43+0000 | INFO     | http | POST /webhook -> 200 (24.9ms)
2026-07-23T14:41:43.613421849Z [inf]  2026-07-23T14:41:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924104
2026-07-23T14:41:44.725558459Z [inf]  2026-07-23T14:41:44+0000 | INFO     | http | POST /webhook -> 200 (29.1ms)
2026-07-23T14:41:44.725610053Z [inf]  2026-07-23T14:41:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924106
2026-07-23T14:41:44.725618037Z [inf]  2026-07-23T14:41:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784643 media=text
2026-07-23T14:41:44.725627411Z [inf]  2026-07-23T14:41:44+0000 | INFO     | aiogram.event | Update id=745924106 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:41:48.938957497Z [inf]  2026-07-23T14:41:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924107
2026-07-23T14:41:48.938970787Z [inf]  2026-07-23T14:41:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784644 media=text
2026-07-23T14:41:48.938979563Z [inf]  2026-07-23T14:41:48+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784641
2026-07-23T14:41:48.938987139Z [inf]  2026-07-23T14:41:48+0000 | INFO     | aiogram.event | Update id=745924107 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:41:48.938994605Z [inf]  2026-07-23T14:41:48+0000 | INFO     | http | POST /webhook -> 200 (32.2ms)
2026-07-23T14:41:48.939002793Z [inf]  2026-07-23T14:41:48+0000 | INFO     | app.business.handlers | dot-save: message 784641 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:41:50.934293792Z [inf]  2026-07-23T14:41:50+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924108
2026-07-23T14:41:50.934298899Z [inf]  2026-07-23T14:41:50+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022370 media=text
2026-07-23T14:41:50.934304424Z [inf]  2026-07-23T14:41:50+0000 | INFO     | aiogram.event | Update id=745924108 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:41:50.934310141Z [inf]  2026-07-23T14:41:50+0000 | INFO     | http | POST /webhook -> 200 (26.8ms)
2026-07-23T14:41:53.192108615Z [inf]  2026-07-23T14:41:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924109
2026-07-23T14:41:53.192120430Z [inf]  2026-07-23T14:41:52+0000 | INFO     | app.services.message_service | Stored new business message chat_id=79104627 message_id=1022371 media=video_note
2026-07-23T14:41:53.192125162Z [inf]  2026-07-23T14:41:52+0000 | INFO     | aiogram.event | Update id=745924109 is handled. Duration 27 ms by bot id=1162707887
2026-07-23T14:41:53.192129246Z [inf]  2026-07-23T14:41:52+0000 | INFO     | http | POST /webhook -> 200 (29.5ms)
2026-07-23T14:41:53.192133227Z [inf]  2026-07-23T14:41:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924110
2026-07-23T14:41:53.192137422Z [inf]  2026-07-23T14:41:52+0000 | INFO     | app.services.message_service | Stored new business message chat_id=79104627 message_id=1022372 media=video_note
2026-07-23T14:41:53.192142160Z [inf]  2026-07-23T14:41:52+0000 | INFO     | aiogram.event | Update id=745924110 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:41:53.192146309Z [inf]  2026-07-23T14:41:52+0000 | INFO     | http | POST /webhook -> 200 (25.8ms)
2026-07-23T14:41:56.191638886Z [inf]  2026-07-23T14:41:55+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924111
2026-07-23T14:41:56.191643364Z [inf]  2026-07-23T14:41:55+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022373 media=text
2026-07-23T14:41:56.191649137Z [inf]  2026-07-23T14:41:55+0000 | INFO     | aiogram.event | Update id=745924111 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:41:56.191653917Z [inf]  2026-07-23T14:41:55+0000 | INFO     | http | POST /webhook -> 200 (26.3ms)
2026-07-23T14:42:03.198807124Z [inf]  2026-07-23T14:42:03+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784645 media=text
2026-07-23T14:42:03.198822030Z [inf]  2026-07-23T14:42:03+0000 | INFO     | aiogram.event | Update id=745924113 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:42:03.198831401Z [inf]  2026-07-23T14:42:03+0000 | INFO     | http | POST /webhook -> 200 (28.4ms)
2026-07-23T14:42:03.198975944Z [inf]  2026-07-23T14:42:02+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924112
2026-07-23T14:42:03.198981573Z [inf]  2026-07-23T14:42:02+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022374 media=text
2026-07-23T14:42:03.198986174Z [inf]  2026-07-23T14:42:02+0000 | INFO     | aiogram.event | Update id=745924112 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:42:03.198990460Z [inf]  2026-07-23T14:42:02+0000 | INFO     | http | POST /webhook -> 200 (34.3ms)
2026-07-23T14:42:03.198994922Z [inf]  2026-07-23T14:42:03+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924113
2026-07-23T14:42:13.059706693Z [inf]  2026-07-23T14:42:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924114
2026-07-23T14:42:13.059715725Z [inf]  2026-07-23T14:42:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784646 media=text
2026-07-23T14:42:13.059721042Z [inf]  2026-07-23T14:42:12+0000 | INFO     | aiogram.event | Update id=745924114 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:42:13.059727036Z [inf]  2026-07-23T14:42:12+0000 | INFO     | http | POST /webhook -> 200 (24.9ms)
2026-07-23T14:42:18.576654219Z [inf]  2026-07-23T14:42:17+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924115
2026-07-23T14:42:18.576662251Z [inf]  2026-07-23T14:42:17+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5658154840 message_id=1454838 media=text
2026-07-23T14:42:18.576669571Z [inf]  2026-07-23T14:42:17+0000 | INFO     | aiogram.event | Update id=745924115 is handled. Duration 35 ms by bot id=1162707887
2026-07-23T14:42:18.576676322Z [inf]  2026-07-23T14:42:17+0000 | INFO     | http | POST /webhook -> 200 (38.3ms)
2026-07-23T14:43:00.084727091Z [inf]  2026-07-23T14:42:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784647 media=text
2026-07-23T14:43:00.084741594Z [inf]  2026-07-23T14:42:57+0000 | INFO     | aiogram.event | Update id=745924116 is handled. Duration 26 ms by bot id=1162707887
